loss,elapsed_budget,elapsed_time,error,pseudotime,num_objectives,info/sub-optim,seed,symmetry,n_iterations,function_class,parametrization,dimension,budget,num_workers,batch_mode,optimizer_name
,,,URLError,,,,-1,13,1,Irrigation,irrigation8,8,200,60,True,CMandAS2
,,,URLError,,,,-1,14,1,Irrigation,irrigation8,8,200,60,True,CMandAS2
,,,URLError,,,,-1,15,1,Irrigation,irrigation8,8,200,60,True,CMandAS2
,,,URLError,,,,-1,16,1,Irrigation,irrigation8,8,200,60,True,CMandAS2
,,,URLError,,,,-1,0,1,Irrigation,irrigation8,8,200,60,True,CMA
,,,URLError,,,,-1,1,1,Irrigation,irrigation8,8,200,60,True,CMA
,,,URLError,,,,-1,2,1,Irrigation,irrigation8,8,200,60,True,CMA
,,,URLError,,,,-1,3,1,Irrigation,irrigation8,8,200,60,True,CMA
,,,URLError,,,,-1,4,1,Irrigation,irrigation8,8,200,60,True,CMA
,,,URLError,,,,-1,5,1,Irrigation,irrigation8,8,200,60,True,CMA
,,,URLError,,,,-1,6,1,Irrigation,irrigation8,8,200,60,True,CMA
,,,URLError,,,,-1,7,1,Irrigation,irrigation8,8,200,60,True,CMA
,,,URLError,,,,-1,8,1,Irrigation,irrigation8,8,200,60,True,CMA
,,,URLError,,,,-1,9,1,Irrigation,irrigation8,8,200,60,True,CMA
,,,URLError,,,,-1,10,1,Irrigation,irrigation8,8,200,60,True,CMA
,,,URLError,,,,-1,11,1,Irrigation,irrigation8,8,200,60,True,CMA
,,,URLError,,,,-1,12,1,Irrigation,irrigation8,8,200,60,True,CMA
,,,URLError,,,,-1,13,1,Irrigation,irrigation8,8,200,60,True,CMA
,,,URLError,,,,-1,14,1,Irrigation,irrigation8,8,200,60,True,CMA
,,,URLError,,,,-1,15,1,Irrigation,irrigation8,8,200,60,True,CMA
,,,URLError,,,,-1,16,1,Irrigation,irrigation8,8,200,60,True,CMA
,,,URLError,,,,-1,0,1,Irrigation,irrigation8,8,200,60,True,DE
,,,URLError,,,,-1,1,1,Irrigation,irrigation8,8,200,60,True,DE
,,,URLError,,,,-1,2,1,Irrigation,irrigation8,8,200,60,True,DE
,,,URLError,,,,-1,3,1,Irrigation,irrigation8,8,200,60,True,DE
,,,URLError,,,,-1,4,1,Irrigation,irrigation8,8,200,60,True,DE
,,,URLError,,,,-1,5,1,Irrigation,irrigation8,8,200,60,True,DE
,,,URLError,,,,-1,6,1,Irrigation,irrigation8,8,200,60,True,DE
,,,URLError,,,,-1,7,1,Irrigation,irrigation8,8,200,60,True,DE
,,,URLError,,,,-1,8,1,Irrigation,irrigation8,8,200,60,True,DE
,,,URLError,,,,-1,9,1,Irrigation,irrigation8,8,200,60,True,DE
,,,URLError,,,,-1,10,1,Irrigation,irrigation8,8,200,60,True,DE
,,,URLError,,,,-1,11,1,Irrigation,irrigation8,8,200,60,True,DE
,,,URLError,,,,-1,12,1,Irrigation,irrigation8,8,200,60,True,DE
,,,URLError,,,,-1,13,1,Irrigation,irrigation8,8,200,60,True,DE
,,,URLError,,,,-1,14,1,Irrigation,irrigation8,8,200,60,True,DE
,,,URLError,,,,-1,15,1,Irrigation,irrigation8,8,200,60,True,DE
,,,URLError,,,,-1,16,1,Irrigation,irrigation8,8,200,60,True,DE
,,,URLError,,,,-1,0,1,Irrigation,irrigation8,8,200,60,True,MetaModel
,,,URLError,,,,-1,1,1,Irrigation,irrigation8,8,200,60,True,MetaModel
,,,URLError,,,,-1,2,1,Irrigation,irrigation8,8,200,60,True,MetaModel
,,,URLError,,,,-1,3,1,Irrigation,irrigation8,8,200,60,True,MetaModel
,,,URLError,,,,-1,4,1,Irrigation,irrigation8,8,200,60,True,MetaModel
,,,URLError,,,,-1,5,1,Irrigation,irrigation8,8,200,60,True,MetaModel
,,,URLError,,,,-1,6,1,Irrigation,irrigation8,8,200,60,True,MetaModel
,,,URLError,,,,-1,7,1,Irrigation,irrigation8,8,200,60,True,MetaModel
,,,URLError,,,,-1,8,1,Irrigation,irrigation8,8,200,60,True,MetaModel
,,,URLError,,,,-1,9,1,Irrigation,irrigation8,8,200,60,True,MetaModel
,,,URLError,,,,-1,10,1,Irrigation,irrigation8,8,200,60,True,MetaModel
,,,URLError,,,,-1,11,1,Irrigation,irrigation8,8,200,60,True,MetaModel
,,,URLError,,,,-1,12,1,Irrigation,irrigation8,8,200,60,True,MetaModel
,,,URLError,,,,-1,13,1,Irrigation,irrigation8,8,200,60,True,MetaModel
,,,URLError,,,,-1,14,1,Irrigation,irrigation8,8,200,60,True,MetaModel
,,,URLError,,,,-1,15,1,Irrigation,irrigation8,8,200,60,True,MetaModel
,,,URLError,,,,-1,16,1,Irrigation,irrigation8,8,200,60,True,MetaModel
